['TIL-103D', '17:40', '19:00', 'Monday']
['HH-A1', '10:20', '11:40', 'Thursday']
['HH-A1', '12:10', '13:30', 'Monday']
['HH-A1', '12:10', '13:30', 'Thursday']
['FH-A1', '19:30', '20:50', 'Tuesday']
['FH-A1', '19:30', '20:50', 'Thursday']
['SC-221', '19:30', '20:50', 'Tuesday']
['SC-221', '19:30', '20:50', 'Thursday']
['SC-116', '14:00', '15:20', 'Monday']
['SC-116', '14:00', '15:20', 'Wednesday']
['SC-114', '15:50', '17:10', 'Monday']
['SC-114', '15:50', '17:10', 'Wednesday']
['CA-A1', '19:30', '20:50', 'Monday']
['CA-A1', '19:30', '20:50', 'Wednesday']
['FH-A1', '17:40', '19:00', 'Tuesday']
['FH-A1', '17:40', '19:00', 'Thursday']
['ABW-2125', '17:40', '19:00', 'Monday']
['ABW-2125', '17:40', '19:00', 'Wednesday']
['SC-102', '12:25', '13:20', 'Thursday']
['SC-114', '19:45', '20:40', 'Wednesday']
['MU-111', '10:20', '11:40', 'Monday']
['MU-111', '10:20', '11:40', 'Thursday']
['SC-106', '15:50', '17:10', 'Monday']
['SC-106', '15:50', '17:10', 'Wednesday']
['HH-A2', '19:30', '20:50', 'Monday']
['HH-A2', '19:30', '20:50', 'Wednesday']
['SC-114', '14:00', '15:20', 'Monday']
['SC-114', '14:00', '15:20', 'Wednesday']
['HH-A1', '19:30', '20:50', 'Tuesday']
['HH-A1', '19:30', '20:50', 'Thursday']
['HH-A2', '10:20', '11:40', 'Monday']
['HH-A2', '10:20', '11:40', 'Thursday']
['MU-114', '17:40', '19:00', 'Monday']
['MU-114', '17:40', '19:00', 'Wednesday']
['MU-204', '19:30', '20:50', 'Monday']
['MU-204', '19:30', '20:50', 'Wednesday']
['ABE-4400', '12:10', '15:10', 'Friday']
['MU-114', '10:20', '11:40', 'Monday']
['MU-114', '10:20', '11:40', 'Thursday']
['FH-A1', '14:00', '15:20', 'Monday']
['FH-A1', '14:00', '15:20', 'Wednesday']
['HC-S124', '12:10', '13:30', 'Monday']
['HC-S124', '12:10', '13:30', 'Thursday']
['MU-111', '15:50', '17:10', 'Monday']
['MU-111', '15:50', '17:10', 'Wednesday']
['ABW-2150', '17:40', '19:00', 'Monday']
['ABW-2150', '17:40', '19:00', 'Wednesday']
['MU-113', '17:40', '19:00', 'Tuesday']
['MU-113', '17:40', '19:00', 'Thursday']
['SC-205', '12:10', '13:30', 'Monday']
['SC-205', '12:10', '13:30', 'Thursday']
['CA-A1', '12:10', '13:30', 'Monday']
['CA-A1', '12:10', '13:30', 'Thursday']
['SC-116', '15:50', '17:10', 'Monday']
['SC-116', '15:50', '17:10', 'Wednesday']
['PHY-001', '08:30', '09:50', 'Monday']
['PHY-001', '08:30', '09:50', 'Thursday']
['PHY-001', '17:40', '19:00', 'Monday']
['PHY-001', '17:40', '19:00', 'Wednesday']
['PHY-001', '17:40', '19:00', 'Tuesday']
['PHY-001', '17:40', '19:00', 'Thursday']
['PHY-001', '14:15', '15:10', 'Monday']
['PHY-001', '14:15', '15:10', 'Wednesday']
['WL-126', '12:10', '13:30', 'Tuesday']
['WL-126', '12:10', '13:30', 'Thursday']
['WL-126', '14:00', '15:20', 'Tuesday']
['WL-126', '14:00', '15:20', 'Thursday']
['WL-126', '15:50', '17:10', 'Tuesday']
['WL-126', '15:50', '17:10', 'Thursday']
['WL-126', '17:40', '19:00', 'Tuesday']
['WL-126', '17:40', '19:00', 'Thursday']
['WL-126', '19:30', '20:50', 'Tuesday']
['WL-126', '19:30', '20:50', 'Thursday']
['PHY-001', '14:00', '15:20', 'Friday']
['SRN-227', '08:30', '09:50', 'Tuesday']
['SRN-227', '10:20', '11:40', 'Tuesday']
['SRN-227', '12:10', '13:30', 'Tuesday']
['SRN-227', '14:00', '15:20', 'Tuesday']
['SRN-227', '15:50', '17:10', 'Tuesday']
['SRN-227', '17:40', '19:00', 'Tuesday']
['SRN-227', '08:30', '09:50', 'Wednesday']
['SRN-227', '10:20', '11:40', 'Wednesday']
['SRN-227', '12:10', '13:30', 'Wednesday']
['SRN-227', '14:00', '15:20', 'Wednesday']
['SRN-227', '15:50', '17:10', 'Wednesday']
['SRN-227', '17:40', '19:00', 'Wednesday']
['SRN-232', '17:40', '19:00', 'Wednesday']
['PHY-001', '15:50', '17:10', 'Friday']
['SRN-232', '08:30', '09:50', 'Tuesday']
['SRN-232', '10:20', '11:40', 'Tuesday']
['SRN-232', '12:10', '13:30', 'Tuesday']
['SRN-232', '14:00', '15:20', 'Tuesday']
['SRN-232', '15:50', '17:10', 'Tuesday']
['SRN-232', '17:40', '19:00', 'Tuesday']
['SRN-232', '10:20', '11:40', 'Wednesday']
['SRN-232', '12:10', '13:30', 'Wednesday']
['SRN-232', '14:00', '15:20', 'Wednesday']
['SRN-232', '15:50', '17:10', 'Wednesday']
['SRN-232', '08:30', '09:50', 'Wednesday']
['PHY-001', '10:20', '11:40', 'Wednesday']
['SRN-232', '08:30', '09:50', 'Monday']
['SRN-232', '10:20', '11:40', 'Monday']
['SRN-232', '12:10', '13:30', 'Monday']
['SRN-232', '14:00', '15:20', 'Monday']
['SRN-232', '15:50', '17:10', 'Monday']
['SRN-232', '17:40', '19:00', 'Monday']
['SRN-227', '08:30', '09:50', 'Monday']
['SRN-227', '10:20', '11:40', 'Monday']
['SRN-227', '12:10', '13:30', 'Monday']
['SRN-227', '14:00', '15:20', 'Monday']
['SRN-227', '15:50', '17:10', 'Monday']
['SRN-227', '17:40', '19:00', 'Monday']
['TIL-204', '10:20', '11:40', 'Tuesday']
['TIL-204', '10:20', '11:40', 'Friday']
['HCK-101', '14:15', '15:10', 'Monday']
['HCK-101', '14:15', '15:10', 'Wednesday']
['HSB-207', '15:50', '17:10', 'Monday']
['HSB-207', '17:40', '19:00', 'Monday']
['HSB-207', '19:30', '20:50', 'Monday']
['HSB-207', '08:30', '09:50', 'Tuesday']
['HSB-207', '10:20', '11:40', 'Tuesday']
['HSB-207', '12:10', '13:30', 'Tuesday']
['HSB-207', '14:00', '15:20', 'Tuesday']
['HSB-207', '15:50', '17:10', 'Tuesday']
['HSB-207', '17:40', '19:00', 'Tuesday']
['HSB-207', '19:30', '20:50', 'Tuesday']
['HSB-207', '15:50', '18:50', 'Wednesday']
['HSB-207', '08:30', '11:30', 'Monday']
['HSB-207', '08:30', '11:30', 'Thursday']
['HSB-207', '12:10', '15:10', 'Thursday']
['HSB-207', '15:50', '18:50', 'Thursday']
['HSB-207', '15:50', '18:50', 'Friday']
['HSB-207', '08:30', '11:30', 'Friday']
['HSB-207', '12:10', '15:10', 'Friday']
['HSB-207', '19:30', '22:30', 'Wednesday']
['HSB-207', '19:30', '22:30', 'Thursday']
['ARC-307', '10:20', '13:20', 'Tuesday']
['ARC-307', '15:50', '18:50', 'Tuesday']
['ARC-307', '10:20', '13:20', 'Wednesday']
['ARC-307', '14:00', '17:00', 'Wednesday']
['ARC-307', '17:40', '20:40', 'Wednesday']
['ARC-307', '10:20', '13:20', 'Thursday']
['ARC-307', '15:50', '18:50', 'Thursday']
['ARC-307', '10:20', '13:20', 'Friday']
['ARC-307', '19:30', '22:30', 'Thursday']
['PHY-001', '14:00', '15:20', 'Tuesday']
['PHY-001', '14:00', '15:20', 'Thursday']
['ARC-307', '08:30', '09:50', 'Monday']
['ARC-307', '10:20', '11:40', 'Monday']
['ARC-307', '12:10', '13:30', 'Monday']
['ARC-307', '14:00', '15:20', 'Monday']
['ARC-307', '15:50', '17:10', 'Monday']
['ARC-307', '17:40', '19:00', 'Monday']
['ARC-307', '19:30', '20:50', 'Monday']
['ARC-247', '10:20', '11:40', 'Monday']
['ARC-247', '12:10', '13:30', 'Monday']
['ARC-332', '08:30', '09:50', 'Tuesday']
['ARC-332', '10:20', '11:40', 'Tuesday']
['ARC-332', '12:10', '13:30', 'Tuesday']
['ARC-332', '15:50', '17:10', 'Tuesday']
['ARC-332', '17:40', '19:00', 'Tuesday']
['ARC-332', '19:30', '20:50', 'Tuesday']
['ARC-332', '08:30', '09:50', 'Wednesday']
['ARC-332', '10:20', '11:40', 'Wednesday']
['ARC-332', '12:10', '13:30', 'Wednesday']
['ARC-332', '14:00', '15:20', 'Wednesday']
['ARC-332', '15:50', '17:10', 'Wednesday']
['ARC-332', '17:40', '19:00', 'Wednesday']
['ARC-332', '19:30', '20:50', 'Wednesday']
['SEC-206', '08:30', '09:50', 'Tuesday']
['MU-113', '10:20', '11:40', 'Tuesday']
['LSH-B116', '12:10', '13:30', 'Tuesday']
['FOR-138B', '15:50', '17:10', 'Tuesday']
['SEC-218', '17:40', '19:00', 'Tuesday']
['CCB-1203', '10:20', '11:40', 'Wednesday']
['HH-B3', '12:10', '13:30', 'Wednesday']
['SEC-206', '12:10', '13:30', 'Wednesday']
['LSH-B116', '14:00', '15:20', 'Wednesday']
['FOR-138B', '15:50', '17:10', 'Wednesday']
['SEC-218', '17:40', '19:00', 'Wednesday']
['ARC-108', '19:30', '20:50', 'Tuesday']
['ARC-333', '08:30', '09:50', 'Wednesday']
['HCK-210', '10:20', '11:40', 'Wednesday']
['FOR-191B', '08:30', '09:50', 'Wednesday']
['FOR-138A', '08:30', '09:50', 'Tuesday']
['FOR-138B', '14:00', '15:20', 'Tuesday']
['PHY-001', '10:35', '11:30', 'Tuesday']
['PHY-001', '10:35', '11:30', 'Friday']
['ARC-332', '08:30', '09:50', 'Monday']
['ARC-332', '10:20', '11:40', 'Monday']
['ARC-332', '12:10', '13:30', 'Monday']
['ARC-332', '14:00', '15:20', 'Monday']
['ARC-332', '15:50', '17:10', 'Monday']
['ARC-332', '17:40', '19:00', 'Monday']
['ARC-332', '19:30', '20:50', 'Monday']
['SEC-218', '08:30', '09:50', 'Tuesday']
['SEC-204', '12:10', '13:30', 'Tuesday']
['SEC-206', '14:00', '15:20', 'Tuesday']
['FOR-191B', '15:50', '17:10', 'Tuesday']
['FOR-138B', '08:30', '09:50', 'Tuesday']
['SEC-206', '08:30', '09:50', 'Monday']
['SEC-218', '10:20', '11:40', 'Monday']
['LSH-B116', '10:20', '11:40', 'Monday']
['SEC-218', '12:10', '13:30', 'Monday']
['FOR-138B', '12:10', '13:30', 'Monday']
['SEC-218', '14:00', '15:20', 'Monday']
['LSH-B116', '14:00', '15:20', 'Monday']
['SEC-218', '15:50', '17:10', 'Monday']
['MU-112', '15:50', '17:10', 'Monday']
['SEC-204', '17:40', '19:00', 'Monday']
['ABW-2150', '19:30', '20:50', 'Monday']
['SEC-206', '12:10', '13:30', 'Tuesday']
['FOR-191B', '14:00', '15:20', 'Tuesday']
['SEC-218', '15:50', '17:10', 'Tuesday']
['LSH-B116', '17:40', '19:00', 'Tuesday']
['SEC-218', '19:30', '20:50', 'Tuesday']
['FOR-191B', '08:30', '09:50', 'Monday']
['LSH-B205', '08:30', '09:50', 'Tuesday']
['ABW-2150', '08:30', '09:50', 'Tuesday']
['MU-113', '15:50', '17:10', 'Tuesday']
['LSH-B205', '17:40', '19:00', 'Monday']
['FOR-191B', '12:10', '13:30', 'Tuesday']
['SEC-204', '08:30', '09:50', 'Monday']
['HSB-210', '12:10', '15:10', 'Monday']
['HSB-210', '15:50', '18:50', 'Monday']
['HSB-210', '19:30', '22:30', 'Monday']
['HSB-210', '08:30', '11:30', 'Tuesday']
['HSB-210', '12:10', '15:10', 'Tuesday']
['HSB-210', '15:50', '18:50', 'Tuesday']
['HSB-210', '19:30', '22:30', 'Tuesday']
['HSB-210', '08:30', '11:30', 'Wednesday']
['HSB-210', '12:10', '15:10', 'Wednesday']
['HSB-210', '15:50', '18:50', 'Wednesday']
['HSB-210', '19:30', '22:30', 'Wednesday']
['HSB-210', '08:30', '11:30', 'Thursday']
['HSB-210', '12:10', '15:10', 'Thursday']
['HSB-210', '15:50', '18:50', 'Thursday']
['HSB-210', '19:30', '22:30', 'Thursday']
['HSB-210', '08:30', '11:30', 'Friday']
['HSB-210', '12:10', '15:10', 'Friday']
['HSB-210', '08:30', '11:30', 'Monday']
['SRN-223', '08:30', '11:30', 'Monday']
['SRN-223', '12:10', '15:10', 'Monday']
['SRN-223', '15:50', '18:50', 'Monday']
['SRN-223', '19:30', '22:30', 'Monday']
['SRN-223', '08:30', '11:30', 'Tuesday']
['SRN-223', '12:10', '15:10', 'Tuesday']
['SRN-223', '15:50', '18:50', 'Tuesday']
['SRN-223', '19:30', '22:30', 'Tuesday']
['SRN-223', '08:30', '11:30', 'Wednesday']
['SRN-223', '12:10', '15:10', 'Wednesday']
['SRN-223', '15:50', '18:50', 'Wednesday']
['SRN-223', '19:30', '22:30', 'Wednesday']
['SRN-223', '08:30', '11:30', 'Thursday']
['SRN-223', '12:10', '15:10', 'Thursday']
['SRN-223', '15:50', '18:50', 'Thursday']
['SRN-223', '19:30', '22:30', 'Thursday']
['HSB-209', '12:10', '15:10', 'Monday']
['HSB-209', '15:50', '18:50', 'Monday']
['HSB-209', '19:30', '22:30', 'Monday']
['HSB-209', '08:30', '11:30', 'Tuesday']
['HSB-209', '12:10', '15:10', 'Tuesday']
['HSB-209', '15:50', '18:50', 'Tuesday']
['HSB-209', '19:30', '22:30', 'Tuesday']
['HSB-209', '08:30', '11:30', 'Wednesday']
['HSB-209', '12:10', '15:10', 'Wednesday']
['HSB-209', '15:50', '18:50', 'Wednesday']
['HSB-209', '08:30', '11:30', 'Thursday']
['HSB-209', '12:10', '15:10', 'Thursday']
['HSB-209', '15:50', '18:50', 'Thursday']
['HSB-209', '19:30', '22:30', 'Thursday']
['PHY-001', '10:35', '11:30', 'Monday']
['PHY-001', '10:35', '11:30', 'Thursday']
['SEC-218', '15:50', '17:10', 'Wednesday']
['SEC-218', '14:00', '15:20', 'Wednesday']
['SEC-204', '19:30', '20:50', 'Tuesday']
['SEC-204', '10:20', '11:40', 'Tuesday']
['SEC-211', '15:50', '17:10', 'Tuesday']
['SEC-217', '17:40', '19:00', 'Tuesday']
['SEC-206', '08:30', '09:50', 'Thursday']
['PHY-001', '12:25', '13:20', 'Monday']
['PHY-001', '12:25', '13:20', 'Thursday']
['SEC-204', '14:00', '15:20', 'Tuesday']
['SEC-218', '08:30', '09:50', 'Wednesday']
['SEC-218', '10:20', '11:40', 'Wednesday']
['SEC-204', '08:30', '09:50', 'Thursday']
['SEC-204', '08:30', '09:50', 'Wednesday']
['SEC-204', '15:50', '17:10', 'Tuesday']
['SEC-204', '12:10', '13:30', 'Wednesday']
['SEC-204', '10:20', '11:40', 'Wednesday']
['SEC-218', '12:10', '13:30', 'Wednesday']
['SEC-204', '17:40', '19:00', 'Tuesday']
['SEC-204', '19:30', '20:50', 'Wednesday']
['SEC-218', '19:30', '20:50', 'Wednesday']
['SEC-204', '08:30', '09:50', 'Tuesday']
['SRN-225', '12:10', '15:10', 'Thursday']
['SRN-225', '15:50', '18:50', 'Thursday']
['SRN-225', '19:30', '22:30', 'Thursday']
['SRN-225', '08:30', '11:30', 'Friday']
['SRN-225', '12:10', '15:10', 'Friday']
['SRN-225', '15:50', '18:50', 'Friday']
['SRN-225', '15:50', '18:50', 'Monday']
['SRN-225', '08:30', '11:30', 'Tuesday']
['SRN-225', '12:10', '15:10', 'Tuesday']
['SRN-225', '15:50', '18:50', 'Tuesday']
['SRN-225', '12:10', '15:10', 'Wednesday']
['SRN-228', '15:50', '18:50', 'Monday']
['SRN-228', '08:30', '11:30', 'Tuesday']
['SRN-228', '12:10', '15:10', 'Tuesday']
['SRN-228', '15:50', '18:50', 'Tuesday']
['SRN-228', '08:30', '11:30', 'Wednesday']
['SRN-228', '12:10', '15:10', 'Wednesday']
['SRN-228', '15:50', '18:50', 'Wednesday']
['PHY-001', '12:25', '13:20', 'Tuesday']
['PHY-001', '12:25', '13:20', 'Friday']
['SEC-218', '08:30', '09:50', 'Thursday']
['SEC-206', '08:30', '09:50', 'Wednesday']
['SEC-206', '10:20', '11:40', 'Wednesday']
['SEC-218', '08:30', '09:50', 'Friday']
['SEC-204', '10:20', '11:40', 'Friday']
['ARC-205', '10:20', '11:40', 'Thursday']
['SRN-106', '14:00', '17:00', 'Tuesday']
['SRN-106', '17:40', '20:40', 'Tuesday']
['SRN-106', '12:10', '15:10', 'Wednesday']
['SRN-106', '17:40', '20:40', 'Wednesday']
['SRN-106', '14:00', '17:00', 'Friday']
['SRN-106', '08:30', '11:30', 'Tuesday']
['PHY-001', '16:05', '17:00', 'Tuesday']
['PHY-001', '16:05', '17:00', 'Thursday']
['SRN-231', '12:10', '13:30', 'Friday']
['SEC-202', '12:10', '13:30', 'Wednesday']
['SRN-232', '12:10', '13:30', 'Thursday']
['SRN-232', '14:00', '15:20', 'Thursday']
['ARC-105', '17:40', '19:00', 'Wednesday']
['SRN-101', '17:40', '20:40', 'Monday']
['SRN-101', '10:20', '13:20', 'Tuesday']
['SRN-101', '15:50', '18:50', 'Tuesday']
['SRN-101', '15:50', '18:50', 'Thursday']
['COR-101', '10:20', '11:40', 'Wednesday']
['COR-101', '15:50', '17:10', 'Friday']
['SEC-212', '15:50', '17:10', 'Tuesday']
['SEC-212', '15:50', '17:10', 'Thursday']
['PHY-001', '08:30', '09:50', 'Tuesday']
['PHY-001', '08:30', '09:50', 'Friday']
['SRN-385', '15:50', '17:10', 'Tuesday']
['ARC-107', '10:20', '11:40', 'Tuesday']
['ARC-107', '10:20', '11:40', 'Friday']
['COR-101', '14:00', '15:20', 'Tuesday']
['COR-101', '14:00', '15:20', 'Thursday']
['SRN-133', '15:50', '17:10', 'Tuesday']
['SRN-133', '15:50', '17:10', 'Thursday']
['SEC-117', '12:10', '13:30', 'Monday']
['SEC-117', '12:10', '13:30', 'Thursday']
['ARC-108', '08:30', '09:50', 'Tuesday']
['ARC-108', '08:30', '09:50', 'Friday']
['COR-101', '12:10', '13:30', 'Monday']
['COR-101', '12:10', '13:30', 'Thursday']
['SEC-217', '12:10', '13:30', 'Tuesday']
['SEC-217', '12:10', '13:30', 'Friday']
['SEC-220', '12:10', '13:30', 'Monday']
['SEC-220', '12:10', '13:30', 'Thursday']
['SEC-204', '12:25', '13:20', 'Monday']
['SEC-204', '12:25', '13:20', 'Thursday']
['SC-202', '10:20', '11:40', 'Monday']
['SC-202', '10:20', '11:40', 'Wednesday']
['SC-202', '10:20', '11:40', 'Thursday']
['ABW-3100', '12:10', '13:30', 'Monday']
['ABW-3100', '12:10', '13:30', 'Wednesday']
['ABW-3100', '12:10', '13:30', 'Thursday']
['FS-105', '14:00', '15:20', 'Tuesday']
['FS-105', '14:00', '15:20', 'Thursday']
['HCK-119', '12:10', '13:30', 'Wednesday']
['HCK-214', '14:00', '15:20', 'Wednesday']
['HCK-118', '10:20', '11:40', 'Wednesday']
['HH-B3', '15:50', '17:10', 'Wednesday']
['SC-203', '12:10', '13:30', 'Wednesday']
['HCK-112', '15:50', '17:10', 'Tuesday']
['FS-105', '15:50', '17:10', 'Monday']
['FS-105', '15:50', '17:10', 'Wednesday']
['HCK-112', '15:50', '17:10', 'Thursday']
['HCK-127', '12:10', '13:30', 'Thursday']
['HCK-113', '12:10', '13:30', 'Thursday']
['HCK-113', '15:50', '17:10', 'Thursday']
['HCK-113', '15:50', '17:10', 'Tuesday']
['HCK-118', '12:10', '13:30', 'Thursday']
['CA-A5', '12:10', '13:30', 'Monday']
['CA-A5', '12:10', '13:30', 'Thursday']
['CDL-102', '14:00', '15:20', 'Monday']
['CDL-102', '14:00', '15:20', 'Wednesday']
['HCK-113', '14:00', '15:20', 'Thursday']
['HCK-118', '15:50', '17:10', 'Thursday']
['HCK-130', '12:10', '13:30', 'Thursday']
['CDL-110', '10:20', '11:40', 'Monday']
['CDL-110', '10:20', '11:40', 'Thursday']
['HCK-205', '15:50', '17:10', 'Tuesday']
['FOR-138B', '12:10', '13:30', 'Wednesday']
['FOR-138B', '12:10', '13:30', 'Tuesday']
['ARC-103', '14:00', '15:20', 'Tuesday']
['ARC-103', '14:00', '15:20', 'Thursday']
['TIL-209', '12:10', '13:30', 'Wednesday']
['TIL-209', '14:00', '15:20', 'Wednesday']
['TIL-209', '10:20', '11:40', 'Wednesday']
['TIL-253', '12:10', '13:30', 'Wednesday']
['BE-111', '10:20', '11:40', 'Wednesday']
['BE-121', '15:50', '17:10', 'Wednesday']
['BRR-5109', '12:10', '13:30', 'Wednesday']
['BRR-5117', '15:50', '17:10', 'Wednesday']
['TIL-253', '10:20', '11:40', 'Wednesday']
['BE-011', '12:10', '13:30', 'Wednesday']
['LSH-B112', '15:50', '17:10', 'Wednesday']
['TIL-209', '12:10', '13:30', 'Thursday']
['MU-208', '14:00', '15:20', 'Tuesday']
['MU-208', '14:00', '15:20', 'Thursday']
['WD-LIB', '10:20', '11:40', 'Monday']
['HCK-210', '17:40', '19:00', 'Monday']
['HCK-210', '17:40', '19:00', 'Wednesday']
['HCK-119', '14:00', '17:00', 'Wednesday']
['HCK-216', '15:50', '17:10', 'Monday']
['HCK-216', '15:50', '17:10', 'Wednesday']
['ABE-4225', '14:00', '15:20', 'Monday']
['ABE-4225', '14:00', '15:20', 'Wednesday']
['ABE-1220', '10:20', '11:40', 'Tuesday']
['ABE-1220', '15:50', '17:10', 'Thursday']
['ABE-1220', '15:50', '17:10', 'Monday']
['ABE-1220', '15:50', '17:10', 'Tuesday']
['ABE-1220', '12:10', '13:30', 'Tuesday']
['ABE-1220', '12:10', '13:30', 'Thursday']
['LOR-023', '14:00', '15:20', 'Monday']
['LOR-023', '14:00', '15:20', 'Wednesday']
['HSB-106', '15:50', '17:10', 'Monday']
['HSB-106', '15:50', '17:10', 'Wednesday']
['FH-A1', '15:50', '17:10', 'Tuesday']
['FH-A1', '15:50', '17:10', 'Thursday']
['WD-DRAW', '17:40', '20:40', 'Wednesday']
['HCK-205', '10:20', '13:20', 'Thursday']
['CDL-109', '12:10', '13:30', 'Monday']
['CDL-109', '12:10', '13:30', 'Thursday']
['RAB-206', '14:00', '15:20', 'Monday']
['RAB-206', '14:00', '15:20', 'Wednesday']
['CDL-103', '10:20', '11:40', 'Monday']
['CDL-103', '10:20', '11:40', 'Thursday']
['RAB-206', '10:20', '11:40', 'Monday']
['RAB-206', '10:20', '11:40', 'Thursday']
['WD-DRAW', '14:00', '17:00', 'Wednesday']
['HCK-201', '15:50', '17:10', 'Monday']
['HCK-201', '15:50', '17:10', 'Wednesday']
['HCK-205', '14:00', '15:20', 'Monday']
['HCK-205', '14:00', '15:20', 'Wednesday']
['WD-DRAW', '12:10', '15:10', 'Thursday']
['WD-DRAW', '15:50', '18:50', 'Tuesday']
['LEC-133', '14:00', '17:00', 'Thursday']
['HCK-211', '15:50', '17:10', 'Monday']
['HCK-211', '15:50', '17:10', 'Wednesday']
['HCK-216', '08:30', '11:30', 'Tuesday']
['HCK-210', '08:30', '11:30', 'Thursday']
['HCK-130', '14:00', '17:00', 'Thursday']
['HSB-106', '17:40', '19:00', 'Monday']
['HSB-106', '17:40', '19:00', 'Wednesday']
['HCK-205', '10:20', '13:20', 'Monday']
['HCK-131', '15:50', '17:10', 'Monday']
['HCK-131', '15:50', '17:10', 'Wednesday']
['HCK-202', '12:10', '15:10', 'Thursday']
['HCK-216', '15:50', '18:50', 'Thursday']
['HCK-118', '10:20', '11:40', 'Monday']
['HCK-118', '10:20', '11:40', 'Thursday']
['HCK-113', '14:00', '17:00', 'Monday']
['HCK-114', '08:30', '11:30', 'Wednesday']
['CA-A3', '12:10', '15:10', 'Tuesday']
['HCK-202', '10:20', '11:40', 'Monday']
['HCK-202', '10:20', '11:40', 'Thursday']
['WD-DRAW', '10:20', '13:20', 'Wednesday']
['WD-DRAW', '10:20', '13:20', 'Tuesday']
['CI-103', '17:40', '19:00', 'Wednesday']
['HCK-114', '17:40', '20:40', 'Thursday']
['HCK-207', '19:30', '20:50', 'Monday']
['HCK-207', '19:30', '20:50', 'Wednesday']
['WD-DRAW', '10:20', '13:20', 'Monday']
['WDC-CALL', '10:20', '13:20', 'Monday']
['ABW-2150', '21:20', '22:40', 'Wednesday']
['SC-123', '15:50', '17:10', 'Tuesday']
['SC-123', '15:50', '17:10', 'Thursday']
['LSH-A102', '10:20', '11:40', 'Monday']
['LSH-A102', '10:20', '11:40', 'Thursday']
['HCK-138', '12:10', '13:30', 'Tuesday']
['HCK-138', '12:10', '13:30', 'Friday']
['LSH-A102', '12:10', '13:30', 'Tuesday']
['LSH-A102', '12:10', '13:30', 'Friday']
['SC-123', '17:40', '19:00', 'Monday']
['SC-123', '17:40', '19:00', 'Wednesday']
['ABW-2150', '14:00', '15:20', 'Tuesday']
['ABW-2150', '14:00', '15:20', 'Thursday']
['ABE-2225', '14:00', '15:20', 'Tuesday']
['ABE-2225', '14:00', '15:20', 'Thursday']
['HLL-114', '12:10', '13:30', 'Monday']
['HLL-114', '12:10', '13:30', 'Thursday']
['SEC-212', '14:00', '15:20', 'Tuesday']
['TIL-230', '08:30', '09:50', 'Wednesday']
['SEC-216', '12:10', '13:30', 'Tuesday']
['SEC-216', '10:20', '11:40', 'Tuesday']
['HLL-009', '12:10', '13:30', 'Tuesday']
['SEC-216', '12:10', '13:30', 'Wednesday']
['TIL-103B', '15:50', '17:10', 'Monday']
['HH-A2', '12:10', '13:30', 'Tuesday']
['SC-135', '15:50', '17:10', 'Tuesday']
['SC-135', '15:50', '17:10', 'Thursday']
['TIL-254', '12:10', '13:30', 'Tuesday']
['TIL-254', '12:10', '13:30', 'Friday']
['PH-115', '15:50', '17:10', 'Monday']
['PH-115', '15:50', '17:10', 'Wednesday']
['SEC-118', '10:20', '11:40', 'Monday']
['SEC-118', '10:20', '11:40', 'Thursday']
['PSY-101', '10:20', '11:40', 'Tuesday']
['PSY-101', '12:10', '13:30', 'Thursday']
['PSY-101', '19:30', '20:50', 'Wednesday']
['PSY-101', '10:20', '11:40', 'Monday']
['ABE-1180', '08:30', '09:50', 'Monday']
['ABE-1180', '08:30', '09:50', 'Thursday']
['PH-115', '15:50', '17:10', 'Tuesday']
['PH-115', '15:50', '17:10', 'Thursday']
['BRR-3071', '08:30', '09:50', 'Tuesday']
['BRR-3071', '08:30', '09:50', 'Friday']
['BRR-3071', '10:20', '11:40', 'Tuesday']
['BRR-3071', '10:20', '11:40', 'Friday']
['PSY-101', '10:20', '11:40', 'Friday']
['PSY-101', '15:50', '17:10', 'Thursday']
['PSY-101', '12:10', '13:30', 'Tuesday']
['PSY-101', '17:40', '19:00', 'Monday']
['PSY-101', '14:00', '15:20', 'Wednesday']
['HCK-138', '12:10', '13:30', 'Monday']
['HCK-138', '12:10', '13:30', 'Thursday']
['PH-115', '10:20', '11:40', 'Monday']
['PH-115', '10:20', '11:40', 'Thursday']
['TIL-232', '10:20', '11:40', 'Tuesday']
['TIL-232', '10:20', '11:40', 'Friday']
['PSY-A361', '10:20', '13:20', 'Monday']
['PSY-A361', '15:50', '18:50', 'Tuesday']
['PSY-A361', '10:20', '13:20', 'Wednesday']
['PSY-A361', '15:50', '18:50', 'Wednesday']
['EN-B120', '08:30', '09:50', 'Tuesday']
['EN-B120', '08:30', '09:50', 'Friday']
['TIL-232', '12:10', '13:30', 'Tuesday']
['TIL-232', '12:10', '13:30', 'Friday']
['PSY-A361', '10:20', '13:20', 'Thursday']
['SC-123', '12:10', '13:30', 'Monday']
['SC-123', '12:10', '13:30', 'Thursday']
['ABW-2160', '15:50', '17:10', 'Monday']
['ABW-2160', '15:50', '17:10', 'Wednesday']
['TIL-254', '14:00', '15:20', 'Monday']
['TIL-254', '14:00', '15:20', 'Wednesday']
['LSH-A102', '15:50', '17:10', 'Tuesday']
['LSH-A102', '15:50', '17:10', 'Thursday']
['VD-211', '15:50', '17:10', 'Tuesday']
['VD-211', '15:50', '17:10', 'Thursday']
['EN-B120', '10:20', '11:40', 'Monday']
['EN-B120', '10:20', '11:40', 'Thursday']
